Processing text...
Entities:
('1976:661', 'nmod', 'lagen')
('inkomstpensionstillägg', 'nmod', 'uttag')
('inkomstpensionstillägg', 'nmod', 'ärenden')
('inkomstpensionstillägg', 'nsubj:pass', 'lämnas')
('inkomstpensionstillägg', 'nsubj', 'utgör')
('inkomstprövning', 'nmod', 'bestämmelser')
('inkomstskattelagen', 'nmod', '9-13')
('inkomstskattelagen', 'nmod', 'arbetsinkomst')
('inkomstskattelagen', 'nmod', 'avdrag')
('inkomstskattelagen', 'nmod', 'beskattningsår')
('inkomstskattelagen', 'nmod', 'kap.')
('inkomstskattelagen', 'nmod', 'kraven')
('inkomstskattelagen', 'nmod', 'periodiseringsfond')
('inkomstskattelagen', 'nmod', 'summan')
('inkomstskattelagen', 'nmod', 'överskott')
('inkomstskattelagen', 'nsubj:pass', 'tas')
('inkomstskattelagen', 'nsubj:pass', 'ökas')
('inkomstskattelagen', 'nsubj', 'bli')
('inkomstskattelagen', 'nsubj', 'minskat')
('inkomstskatt', 'nmod', 'beslut')
('inkomstskatt', 'nmod', 'lagen')
('inkomstskatt', 'nmod', 'taxerats')
('inkomstslaget', 'nmod', 'avdrag')
('inkomstslaget', 'nmod', 'kapital')
('inkomstslaget', 'nmod', 'näringsverksamhet')
('inkomstslaget', 'nmod', 'underskott')
('inkomstslaget', 'nmod', 'överskott')
('inkomsttaxeringen', 'nmod', 'folkpensionärer')
('inköp', 'nmod', 'bidrag')
('inlösen', 'nmod', 'värde')
('inlösen', 'nsubj', 'ske')
('innehavet', 'nmod', 'inlösen')
('innehavet', 'nmod', 'värdet')
('innehav', 'nmod', 'inlösen')
('innehåll', 'nmod', 'uppgift')
('inne', 'nmod', 'rullstol')
('inresa', 'nmod', 'hälsokontroll')
('inrättningen', 'nmod', 'föreståndaren')
('insatsen', 'nmod', 'assistans')
('insatser', 'nmod', 'ansvar')
('insatser', 'nmod', 'föreskrifter')
('insatser', 'nsubj:pass', 'göras')
('insatser', 'nsubj:pass', 'inleds')
('inspektionen', 'nmod', 'inspektion')
('inspektionen', 'nsubj', 'få')
('institution', 'nmod', 'besök')
('institution', 'nmod', 'vård')
('intagen', 'nsubj:pass', 'avses')
('intagen', 'nsubj:pass', 'lämnas')
('intagen', 'nsubj', 'bortse')
('intagen', 'nsubj', 'omhändertagen')
('intagen', 'nsubj', 'tid')
('integritetsintrång', 'nmod', 'risken')
('intensivövervakning', 'nmod', 'lagen')
('internet', 'nmod', 'ansökan')
('internet', 'nmod', 'omprövning')
('internet', 'nmod', 'självbetjäningstjänster')
('intjänandetaket', 'nmod', 'differensen')
('intjänandeåret', 'nmod', 'gång')
('intjänandeåret', 'nmod', 'kalenderåret')
('intjänandeåret', 'nmod', 'studier')
('intjänandeåret', 'nmod', 'utfyllnadsinkomst')
('intressegrupperingen', 'nmod', 'medlem')
('introduktion', 'nmod', 'föräldrapenning')
('inträder', 'nsubj:pass', 'minskas')
('inträffade', 'nmod', 'efter')
('inträffar', 'nsubj:pass', 'utfärdats')
('intyg', 'nsubj:pass', 'fogas')
('intäkt', 'nsubj:pass', 'räknas')
('invandrare', 'nmod', 'etableringsinsatser')
('invandrare', 'nsubj', 'har')
('inverkan', 'nmod', 'risk')
('januari-juni', 'nsubj:pass', 'tillgodoräknas')
('januari', 'nmod', '2020')
('januari', 'nmod', 'försäkringskassan')
('januari', 'nmod', 'lydelse')
('januari', 'nmod', 'pensionsmyndigheten')
('januari', 'nmod', 'tid')
('januari', 'nmod', 'vård')
('januari', 'nmod', 'åldersgränsen')
('januari', 'nmod', 'året')
('juli-december', 'nmod', 'någon')
('juli', 'nmod', '2021')
('juli', 'nmod', '910/2014')
('juli', 'nmod', 'ingången')
('juli', 'nmod', 'utgången')
('juni', 'nmod', '2008')
('juni', 'nmod', 'förhållandet')
('juni', 'nmod', 'förmånsnivå')
('juni', 'nmod', 'förändringen')
('juni', 'nmod', 'någon')
('juni', 'nmod', 'året')
('justeras', 'nmod', 'belopp')
('justering', 'nmod', 'kostnader')
('jämförelseinkomsten', 'nmod', 'beräkningen')
('jämförelseinkomsten', 'nsubj:pass', 'beräknas')
('jämförelseinkomst', 'nmod', 'differensen')
('jämförelseinkomst', 'nsubj:pass', 'jämförs')
('jämförelseinkomst', 'nsubj', 'överstiger')
('jämkningen', 'nsubj', 'gäller')
('jämkning', 'nmod', 'fråga')
('jämkning', 'nsubj', 'finns')
('kalenderdagar', 'nmod', 'stycket')
('kalenderdag', 'nmod', 'kronor')
('kalendermånad', 'nmod', 'del')
('kalenderåren', 'nmod', 'tre')
('kalenderåret', 'nmod', '2022')
('kalenderåret', 'nmod', 'ankomsten')
('kalenderåret', 'nmod', 'delen')
('kalenderåret', 'nmod', 'månad')
('kalenderåret', 'nsubj', 'förelåg')
('kalenderår', 'nmod', 'delen')
('kalenderår', 'nmod', 'ingången')
('kalenderår', 'nmod', 'kronor')
('kalenderår', 'nmod', 'pensionstillägget')
('kalenderår', 'nmod', 'sjukersättning')
('kalenderår', 'nmod', 'tid')
('kalenderår', 'nmod', 'utgången')
('kalenderår', 'nsubj:pass', 'avses')
('kalenderår', 'nsubj:pass', 'räknas')
('kalenderår', 'nsubj', 'haft')
('kammarrätten', 'nmod', 'överklagande')
('kapitalförluster', 'nmod', 'avdrag')
('kapital', 'nmod', 'inkomst')
('kapital', 'nmod', 'överskott')
('kapital', 'nmod', 'överskottet')
('kapital', 'nsubj:pass', 'läggas')
('kapital', 'nsubj:pass', 'minskas')
('kapitel', 'nmod', 'bestämmelser')
('kapitel', 'nmod', 'bestämmelserna')
('kapitel', 'nmod', 'efterlevandestöd')
('kapitel', 'nmod', 'ersättning')
('kapitel', 'nmod', 'förmåner')
('kapitel', 'nmod', 'garantiersättning')
('kapitel', 'nmod', 'livränta')
('kapitel', 'nmod', 'personuppgifter')
('kapitel', 'nmod', 'sjukersättning')
('kapitel', 'nmod', 'skada')
('kapitel', 'nmod', '§')
('kapitel', 'nsubj', 'gäller')
('kapitel', 'nsubj', 'innehåller')
('kapitlet', 'nsubj', 'gäller')
('kapitlet', 'nsubj', 'tillämpligt')
('karensavdrag', 'nmod', 'bestämmelserna')
('karensavdrag', 'nmod', 'stycket')
('karensavdrag', 'nmod', 'tillfälle')
('karensavdrag', 'nsubj:pass', 'göras')
('karensavdrag', 'nsubj:pass', 'görs')
('karensdagar', 'nmod', 'avdrag')
('karensdagar', 'nmod', 'bestämmelser')
('karensdagar', 'nmod', 'föreskrivs')
('karensdag', 'nsubj:pass', 'likställas')
('karens', 'nmod', 'beaktande')
('karenstiden', 'nsubj:pass', 'förkortas')
('karenstid', 'nmod', 'bestämmelser')
('karenstid', 'nmod', 'försäkring')
('karenstid', 'nmod', '§')
('karenstid', 'nsubj:pass', 'anmälts')
('klaganden', 'nsubj', 'fick')
('klass', 'nmod', 'anskaffning')
('kollektivavtal', 'nmod', 'stöd')
('kommit', 'nmod', 'överklagande')
('kommunen', 'nmod', 'anmälan')
('kommunen', 'nmod', 'avgiften')
('kommunen', 'nmod', 'samverkan')
('kommunen', 'nmod', 'skyldighet')
('kommunen', 'nsubj', 'anmält')
('kommunen', 'nsubj', 'betala')
('kommunen', 'nsubj', 'betalat')
('kommunen', 'nsubj', 'har')
('kommuner', 'nmod', 'betalningar')
('kommun', 'nsubj:pass', 'avses')
('konsumentprisindex', 'nmod', 'talet')
('kontaktförbud', 'nmod', '§')
('kontot', 'nmod', 'underskott')
('kontroll', 'nmod', 'intensivövervakning')
('kontroll', 'nsubj:pass', 'göras')
('kontrolluppgift', 'nmod', 'ledning')
('kopia', 'nsubj:pass', 'fogas')
('korttidsarbete', 'nmod', 'stöd')
('kostnaden', 'nsubj:pass', 'avses')
('kostnaden', 'nsubj:pass', 'dras')
('kostnaderna', 'nmod', 'bidrag')
('kostnaderna', 'nmod', 'kvoten')
('kostnaderna', 'nmod', 'ledning')
('kostnaderna', 'nmod', 'procent')
('kostnaderna', 'nsubj:pass', 'dras')
('kostnader', 'nmod', 'avdrag')
('kostnader', 'nmod', 'bidrag')
('kostnader', 'nmod', 'ersättning')
('kostnader', 'nmod', 'föreskrifter')
('kostnader', 'nmod', 'föräldrar')
('kostnader', 'nmod', 'rehabiliteringstiden')
('kostnader', 'nsubj:pass', 'beaktas')
('kostnader', 'nsubj:pass', 'täckas')
('kostnad', 'nmod', 'avdrag')
('kostnad', 'nmod', 'merkostnad')
('kostnadsersättning', 'nsubj:pass', 'likställs')
('kraven', 'nsubj', 'uppfyllda')
('kravet', 'nmod', 'föreskrifter')
('kravet', 'nmod', 'undantag')
('kravet', 'nsubj', 'får')
('kravet', 'nsubj', 'gälla')
('kravet', 'nsubj', 'gäller')
('kravet', 'nsubj', 'uppfyllt')
('krav', 'nmod', 'bedömning')
('krig', 'nmod', 'socialförsäkringsväsendet')
('krigshändelse', 'nmod', 'olycksfall')
('krigsskadeersättning', 'nmod', 'sätt')
('krigsskadeersättning', 'nsubj:pass', 'lämnas')
('kriminalvårdsanstalt', 'nmod', 'förvar')
('kriminalvårdsanstalt', 'nmod', 'intagen')
('krontal', 'nmod', 'öretal')
('kurs', 'nmod', 'deltagande')
('kvadratmeter', 'nmod', 'kvadratmeter')
('kvalitet', 'nmod', 'pensionssparande')
('kvartal', 'nmod', 'dagar')
('kvinnan', 'nmod', 'barn')
('kvinnan', 'nsubj', 'avstår')
('kvinnan', 'nsubj', 'ger')
('kvinnan', 'nsubj', 'har')
('kvinna', 'nsubj:pass', 'likställs')
('kvinna', 'nsubj', 'intagen')
('kvoten', 'nmod', 'produkten')
('kvoten', 'nsubj:pass', 'avrundas')
('kvoten', 'nsubj:pass', 'beräknas')
('kvoten', 'nsubj:pass', 'dividerats')
('kvoten', 'nsubj:pass', 'multipliceras')
('kvoten', 'nsubj', 'fyllde')
('kvoten', 'nsubj', 'motsvarar')
('kvoten', 'nsubj', 'uppnådde')
('kännedom', 'nsubj', 'fick')
('kök', 'nmod', 'rum')
('körkortsutbildningen', 'nsubj', 'leda')
('körkortsutbildning', 'nmod', 'bidrag')
('körkortsutbildning', 'nmod', 'bilstöd')
('körträning', 'nmod', 'kostnader')
('lagen', 'nmod', 'arbetslöshetsersättning')
('lagen', 'nmod', 'behov')
('lagen', 'nmod', 'bestämmelser')
('lagen', 'nmod', 'bilagan')
('lagen', 'nmod', 'bistånd')
('lagen', 'nmod', 'fördelning')
('lagen', 'nmod', 'grundutbildning')
('lagen', 'nmod', 'införande')
('lagen', 'nmod', 'inkomster')
('lagen', 'nmod', 'omställningsstudiebidrag')
('lagen', 'nmod', 'omställningsstudiestöd')
('lagen', 'nmod', 'pensionsavgiften')
('lagen', 'nmod', 'sjuklönegaranti')
('lagen', 'nmod', 'sjuklöneperiod')
('lagen', 'nmod', 'skattskyldighet')
('lagen', 'nmod', 'studiestartsstöd')
('lagen', 'nmod', 'studiestödslagen')
('lagen', 'nmod', 'stöd')
('lagen', 'nmod', 'tillstånd')
('lagen', 'nmod', 'tjänsteman')
('lagen', 'nmod', 'vårdgivare')
('lagen', 'nsubj:pass', 'anses')
('lagen', 'nsubj:pass', 'avses')
('lagen', 'nsubj:pass', 'ges')
('lagen', 'nsubj:pass', 'tillämpas')
('lagen', 'nsubj', 'gäller')
('lagen', 'nsubj', 'räknat')
('lagen', 'nsubj', 'stycket')
('lagen', 'nsubj', 'upphör')
('lag', 'nmod', '72-74')
('lag', 'nmod', 'bestämmelserna')
('lag', 'nmod', 'bilstöd')
('lag', 'nmod', 'boendetillägg')
('lag', 'nmod', 'bostadsbidrag')
('lag', 'nmod', 'garantiersättning')
('lag', 'nmod', 'livränta')
('lag', 'nmod', 'omvårdnadsbidrag')
('lag', 'nmod', 'rehabiliteringspenning')
('lag', 'nmod', 'sjukpenning')
('lag', 'nmod', 'sjukperioden')
('lag', 'nmod', 'stöd')
('lag', 'nmod', 'tilläggspension')
('lag', 'nmod', 'ändring')
('lag', 'nsubj', '2024:471')
('lag', 'nsubj', '3')
('lag', 'nsubj', 'a-103')
('lag', 'nsubj', 'begära')
('lag', 'nsubj', 'finns')
('lag', 'nsubj', 'skett')
('lag', 'nsubj', 'stycket')
('lag', 'nsubj', 'träder')
('lag', 'nsubj', 'överföring')
('lagrums', 'nmod', 'försäkring')
('lagstiftning', 'nmod', 'efterlevandepension')
('lagstiftning', 'nmod', 'förmåner')
('lagstiftning', 'nmod', 'försäkrade')
('lagstiftning', 'nmod', 'livränta')
('lagstiftning', 'nmod', 'pension')
('lagstiftning', 'nmod', 'smittbäraren')
('lagstiftning', 'nmod', 'ålders-')
('lagstiftning', 'nmod', 'ålderspension')
('landet', 'nmod', 'ankomsten')
('landet', 'nmod', 'ersättning')
('landet', 'nmod', 'försäkring')
('landet', 'nmod', 'pension')
('land', 'nmod', '§')
('ledigheter', 'nsubj:pass', 'likställas')
('ledighet', 'nmod', 'lagen')
('ledighet', 'nmod', 'närståendepenning')
('ledighet', 'nsubj:pass', 'lämnas')
('ledighet', 'nsubj', 'försäkrade')
('ledning', 'nmod', '§')
('levnadsnivå', 'nmod', 'beloppet')
('levnadsnivå', 'nsubj:pass', 'anses')
('levnadsår', 'nmod', 'tid')
('levnadsår', 'nmod', 'utgången')
('liga', 'nsubj:pass', 'tillämp-')
('likställas', 'nsubj', 'uppfyllt')
('livränta', 'nmod', 'beräkning')
('livränta', 'nmod', 'beräkningen')
('livränta', 'nmod', 'beslut')
('livränta', 'nmod', 'del')
('livränta', 'nmod', 'fall')
('livränta', 'nmod', 'fjärdedelar')
('livränta', 'nmod', 'indexering')
('livränta', 'nmod', 'minskning')
('livränta', 'nmod', 'omräkning')
('livränta', 'nmod', 'rätten')
('livränta', 'nmod', 'samordning')
('livränta', 'nmod', 'övergång')
('livräntan', 'nmod', 'bestämmande')
('livräntan', 'nsubj:pass', 'bestämdes')
('livräntan', 'nsubj:pass', 'betalas')
('livräntan', 'nsubj:pass', 'lämnas')
('livräntan', 'nsubj:pass', 'minskas')
('livräntan', 'nsubj:pass', 'omräknas')
('livräntan', 'nsubj:pass', 'räknas')
('livräntan', 'nsubj', 'avsedd')
('livräntan', 'nsubj', 'börja')
('livränta', 'nsubj:pass', 'beräknas')
('livränta', 'nsubj:pass', 'beviljats')
('livränta', 'nsubj:pass', 'bytts')
('livränta', 'nsubj:pass', 'grundas')
('livränta', 'nsubj:pass', 'höjts')
('livränta', 'nsubj:pass', 'läggas')
('livränta', 'nsubj:pass', 'lämnas')
('livränta', 'nsubj:pass', 'lämnats')
('livränta', 'nsubj:pass', 'minskas')
('livränta', 'nsubj:pass', 'minskats')
('livränta', 'nsubj:pass', 'räknas')
('livränta', 'nsubj:pass', 'ändras')
('livränta', 'nsubj', 'börja')
('livränta', 'nsubj', 'börjat')
('livräntebeloppen', 'nsubj', 'höga')
('livräntebeloppet', 'nsubj:pass', 'avrundas')
('livräntebelopp', 'nmod', 'omräkning')
('livränteunderlaget', 'nmod', 'andel')
('livränteunderlaget', 'nmod', 'beräkning')
('livränteunderlaget', 'nmod', 'omräkning')
('livränteunderlaget', 'nsubj:pass', 'beräknas')
('livränteunderlaget', 'nsubj', 'bli')
('livränteunderlaget', 'nsubj', 'motsvarar')
('livränteunderlaget', 'nsubj', 'utgör')
('livränteunderlag', 'nmod', 'andel')
('livränteunderlag', 'nmod', 'procent')
('livränteunderlag', 'nsubj:pass', 'beaktas')
('livränteunderlag', 'nsubj:pass', 'beräknas')
('livränteunderlag', 'nsubj:pass', 'fastställas')
('livränteunderlag', 'nsubj:pass', 'räknas')
('livräntorna', 'nsubj:pass', 'sättas')
('livräntorna', 'nsubj', 'överstiger')
('livräntor', 'nmod', 'begränsningsregler')
('livsföringen', 'nmod', 'hjälp')
('livslängden', 'nmod', 'statistik')
('livslängd', 'nmod', 'värdet')
('livsmedel', 'nmod', 'åtgärder')
('lokal', 'nsubj', 'civilanställd')
('luftfartslagen', 'nmod', '§')
('lydelse', 'nmod', '2')
('lydelse', 'nmod', 'försäkring')
('lydelse', 'nmod', 'kap.')
('lydelse', 'nmod', 'karensdag')
('lydelse', 'nmod', 'meningen')
('lydelse', 'nmod', 'stycket')
('lydelse', 'nmod', '§')
('lydelsen', 'nmod', 'bestämmelserna')
('lydelsen', 'nmod', 'kap.')
('lydelsen', 'nmod', '§')
('lydelsen', 'nsubj', 'gäller')
('lyftning', 'nmod', 'tillgängligt')
('lägenhet', 'nmod', 'boende')
('lägstanivå', 'nmod', 'förmånen')
('lägstanivå', 'nmod', 'föräldrapenning')
('lägstanivån', 'nmod', 'dagar')
('lägstanivån', 'nmod', 'förmånen')
('lägstanivån', 'nmod', 'föräldrapenning')
('lägstanivån', 'nsubj', 'kronor')
('läkare', 'nmod', 'utlåtande')
('läkarintyg', 'nmod', 'nedsättning')
('läkarintyg', 'nmod', 'utgifter')
('läkarundersökning', 'nmod', 'kostnader')
('läkarundersökning', 'nmod', 'resekostnader')
('läkarutlåtande', 'nmod', 'kravet')
('läkarutlåtanden', 'nmod', 'utgifter')
('läkarutlåtande', 'nsubj:pass', 'ges')
('lämna', 'nsubj:pass', 'klarläggas')
('lärare', 'nmod', 'ledighet')
('lärare', 'nmod', 'uppehåll')
('löneavtal', 'nsubj:pass', 'beaktas')
('löneavtal', 'nsubj', 'föranleder')
('lönebidrag', 'nmod', 'anställningar')
('löneförmåner', 'nsubj:pass', 'lämnas')
('lönen', 'nmod', 'del')
('lönen', 'nmod', 'procent')
('lönen', 'nsubj', 'överstiger')
('löneskatt', 'nmod', 'lagen')
('löneskatt', 'nmod', 'underlag')
('lön', 'nmod', 'period')
('lön', 'nmod', 'procent')
('lön', 'nmod', 'sjukpenning')
('lön', 'nsubj:pass', 'räknas')
('lön', 'nsubj', 'får')
('m.m.', 'nmod', 'transplantation')
('maka', 'nmod', 'änkepension')
('makarna', 'nmod', 'någon')
('makarna', 'nmod', 'var')
('makar', 'nmod', 'bestämmelser')
('makar', 'nmod', 'kronor')
('makar', 'nmod', 'var')
('makar', 'nsubj:pass', 'fördelas')
('make', 'nmod', 'död')
('make', 'nmod', 'inkomsten')
('make', 'nmod', 'omställningslivränta')
('make', 'nmod', 'omställningspension')
('make', 'nmod', 'sammanbodde')
('maken', 'nmod', 'det')
('maken', 'nsubj', 'avled')
('maken', 'nsubj', 'försäkrad')
('make', 'nsubj:pass', 'avses')
('make', 'nsubj', 'avlidit')
('make', 'nsubj', 'funktionshindrad')
('make', 'nsubj', 'fyllt')
('make', 'nsubj', 'fått')
('make', 'nsubj', 'gälla')
('make', 'nsubj', 'gäller')
('make', 'nsubj', 'har')
('make', 'nsubj', 'sammanbott')
('mannen', 'nmod', 'tilläggspension')
('mannen', 'nsubj:pass', 'anses')
('mannen', 'nsubj', 'avlidit')
('mannen', 'nsubj', 'fyllde')
('man', 'nsubj', 'begär')
('marknaden', 'nmod', 'transaktioner')
('marknadsföring', 'nmod', 'förbud')
('marknadsföring', 'nsubj', 'ske')
('marknadsföringslagen', 'nmod', 'bestämmelserna')
('marknadsföringslagen', 'nmod', 'tillämpning')
('marknadsvärdena', 'nmod', 'värdet')
('mars', 'nmod', 'tid')
('material', 'nmod', 'givare')
('medborgare', 'nsubj:pass', 'likställas')
('meddelandet', 'nsubj', 'innehålla')
('meddelar', 'nsubj:pass', 'behövs')
('meddelas', 'nsubj:pass', 'fastställts')
('medellivslängden', 'nsubj:pass', 'beräknas')
('medel', 'nmod', 'avkastningen')
('medel', 'nmod', 'ersättning')
('medel', 'nmod', 'fördelningen')
('medel', 'nmod', 'förvaltningen')
('medel', 'nmod', 'missbruk')
('medel', 'nmod', 'värdeutvecklingen')
('medel', 'nmod', 'överföring')
('medel', 'nsubj:pass', 'fonderas')
('medel', 'nsubj:pass', 'föras')
('medel', 'nsubj:pass', 'förs')
('medel', 'nsubj:pass', 'förvaltas')
('medel', 'nsubj:pass', 'placeras')
('medel', 'nsubj:pass', 'placerats')
('medel', 'nsubj:pass', 'tillförsäkras')
('medelpoäng', 'nsubj:pass', 'ökats')
('medeltalet', 'nmod', 'hänsyn')
('medeltalet', 'nsubj:pass', 'beräknas')
('medeltalet', 'nsubj:pass', 'tillgodoräknats')
('medeltal', 'nmod', 'beräkningen')
('medeltal', 'nmod', '§')
('medgivande', 'nmod', 'kravet')
('medgivande', 'nmod', 'någon')
('medgivande', 'nmod', '§')
('medlem', 'nmod', 'intressegruppering')
('medlem', 'nsubj', 'funktionshindrad')
('medlen', 'nmod', 'avkastning')
('medlen', 'nmod', 'fond')
('medlen', 'nmod', 'fördelningen')
('medlen', 'nmod', 'placeringen')
('medlen', 'nmod', 'värdeutvecklingen')
('medlen', 'nsubj:pass', 'föras')
('medlen', 'nsubj:pass', 'förs')
('medlen', 'nsubj:pass', 'placeras')
('medverkan', 'nmod', 'institution')
('mellan', 'nmod', '2/3')
('mellan', 'nmod', 'differensen')
('meningen', 'nmod', 'begränsningen')
('meningen', 'nsubj:pass', 'avses')
('meningen', 'nsubj:pass', 'beaktas')
('meningen', 'nsubj:pass', 'omfattas')
('meningen', 'nsubj', 'gälla')
('meningen', 'nsubj', 'gäller')
('meningen', 'nsubj', 'ha')
('merkostnaderna', 'nmod', 'bedömning')
('merkostnaderna', 'nsubj', 'uppgår')
('merkostnader', 'nmod', 'bedömning')
('merkostnader', 'nmod', 'bortses')
('merkostnader', 'nmod', 'föräldern')
('merkostnader', 'nsubj', 'omfattning')
('merkostnadsersättningen', 'nmod', 'fördelning')
('merkostnadsersättningen', 'nmod', 'fördelningen')
('merkostnadsersättningen', 'nmod', 'rätten')
('merkostnadsersättning', 'nmod', 'ansökan')
('merkostnadsersättning', 'nmod', 'bestämmelser')
('merkostnadsersättning', 'nmod', 'rätt')
('merkostnadsersättning', 'nmod', 'rätten')
('merkostnadsersättning', 'nmod', 'ändring')
('merkostnadsersättning', 'nsubj:pass', 'avses')
('merkostnadsersättning', 'nsubj:pass', 'betalas')
('merkostnadsersättning', 'nsubj:pass', 'lämnas')
('merkostnadsersättning', 'nsubj', 'försäkrad')
('merutgifter', 'nmod', 'ersättning')
('metoder', 'nmod', 'någon')
('metod', 'nsubj:pass', 'användas')
('metod', 'nsubj', 'finns')
('mil', 'nsubj:pass', 'framförts')
('minskningen', 'nsubj:pass', 'begränsas')
('minskningen', 'nsubj:pass', 'göras')
('minskningen', 'nsubj:pass', 'görs')
('minskningen', 'nsubj', 'leda')
('minskningen', 'nsubj', 'ske')
('minskning', 'nmod', 'anmälan')
('minskning', 'nmod', 'balk')
('minskning', 'nmod', 'belopp')
('minskning', 'nmod', 'bortseende')
('minskning', 'nmod', 'kap.')
('minskning', 'nsubj:pass', 'göras')
('minst', 'nmod', '§')
('missbrukare', 'nmod', 'behandling')
('missbrukare', 'nmod', 'vård')
('mor', 'nmod', 'adoptivförälder')
('mor', 'nsubj:pass', 'tillgodoräknas')
('mor', 'nsubj', 'avliden')
('mor', 'nsubj', 'boförälder')
('mor', 'nsubj', 'har')
('motivering', 'nmod', 'pensionsmyndigheten')
('motivering', 'nsubj:pass', 'utelämnas')
('motorcykel', 'nmod', 'anskaffning')
('motorfordon', 'nmod', 'anskaffning')
('motsvarande', 'nsubj', 'gäller')
('mottagande', 'nsubj:pass', 'lämnats')
('mottagaren', 'nmod', '1')
('mottagaren', 'nsubj', 'anställd')
('mottagaren', 'nsubj', 'godkänd')
('mottagaren', 'nsubj', 'hade')
('mottagarna', 'nmod', 'uppmaning')
('myndigheten', 'nmod', '1')
('myndigheten', 'nmod', 'ansökan')
('myndigheten', 'nmod', 'avseende')
('myndigheten', 'nmod', 'dröjsmål')
('myndigheten', 'nsubj:pass', 'förvärvats')
('myndigheten', 'nsubj', 'avvisa')
('myndigheten', 'nsubj', 'bedömt')
('myndigheten', 'nsubj', 'besluta')
('myndigheten', 'nsubj', 'bortse')
('myndigheten', 'nsubj', 'fattat')
('myndigheten', 'nsubj', 'finner')
('myndigheten', 'nsubj', 'får')
('myndigheten', 'nsubj', 'gör')
('myndigheten', 'nsubj', 'har')
('myndigheten', 'nsubj', 'inhämta')
('myndigheten', 'nsubj', 'se')
('myndigheten', 'nsubj', 'sända')
('myndigheten', 'nsubj', 'vidta')
('myndigheten', 'nsubj', 'återlämnande')
('myndigheten', 'nsubj', 'öka')
('myndigheterna', 'nmod', 'någon')
('myndigheterna', 'nsubj', 'lämna')
('myndigheter', 'nsubj', 'lämna')
('myndighet', 'nmod', 'ersättning')
('myndighet', 'nmod', 'handlingar')
('myndighet', 'nmod', 'utlämnande')
('myndighet', 'nsubj', 'upprätta')
('myndighets', 'nsubj', 'gälla')
('mål', 'nsubj', 'pågår')
('månaden', 'nmod', '1')
('månaden', 'nmod', 'assistanstimmar')
('månaden', 'nmod', 'barn')
('månaden', 'nmod', 'belopp')
('månaden', 'nmod', 'beräkning')
('månaden', 'nmod', 'förhållanden')
('månaden', 'nmod', 'han')
('månaden', 'nmod', 'kronor')
('månaden', 'nmod', 'månaden')
('månaden', 'nmod', 'om')
('månaden', 'nmod', 'pension')
('månaden', 'nmod', 'pensionsmyndigheten')
('månaden', 'nmod', 'prisbasbelopp')
('månaden', 'nmod', 'sjukersättning')
('månaden', 'nmod', 'tid')
('månaden', 'nmod', 'utgången')
('månaden', 'nmod', 'ålder')
('månaden', 'nsubj:pass', 'gjorts')
('månaderna', 'nmod', 'bestämmelsen')
('månaderna', 'nmod', 'december')
('månaderna', 'nmod', 'januari-')
('månaderna', 'nmod', 'juli-december')
('månaderna', 'nmod', 'någon')
('månader', 'nmod', 'antal')
('månader', 'nmod', 'behov')
('månader', 'nmod', 'konsumentprisindex')
('månader', 'nmod', 'myndigheten')
('månader', 'nmod', 'period')
('månader', 'nmod', 'perioden')
('månader', 'nmod', 'tid')
('månader', 'nmod', 'tidsperiod')
('månader', 'nsubj:pass', 'förklaras')
('månad', 'nmod', '2018')
('månad', 'nmod', 'ansökan')
('månad', 'nmod', 'assistansersättning')
('månad', 'nmod', 'barn')
('månad', 'nmod', 'behov')
('månad', 'nmod', 'belopp')
('månad', 'nmod', 'beräkning')
('månad', 'nmod', 'bostadskostnaden')
('månad', 'nmod', 'bostadstillägg')
('månad', 'nmod', 'del')
('månad', 'nmod', 'flerbarnstillägget')
('månad', 'nmod', 'försäkrad')
('månad', 'nmod', 'garantinivån')
('månad', 'nmod', 'ingången')
('månad', 'nmod', 'kronor')
('månad', 'nmod', 'kvinna')
('månad', 'nmod', 'månad')
('månad', 'nmod', 'prisbasbelopp')
('månad', 'nmod', 'procent')
('månad', 'nmod', 'prövning')
('månad', 'nmod', 'sökande')
('månad', 'nmod', 'tilläggspension')
('månad', 'nmod', 'underhåll')
('månad', 'nmod', 'utgången')
('månad', 'nmod', '§')
('månad', 'nmod', 'änkepensionen')
('månad', 'nsubj', 'erhålla')
('månadsbeloppet', 'nmod', 'trettiondel')
('månadsbelopp', 'nmod', 'tredjedel')
('månadsbelopp', 'nsubj:pass', 'avrundas')
('månadsutbetalning', 'nmod', 'värdet')
('månadsutbetalning', 'nsubj:pass', 'antas')
('mån', 'nmod', 'prövning')
('mödravården', 'nmod', 'besök')
('möjligheter', 'nsubj:pass', 'avses')
('möjlighet', 'nsubj:pass', 'ges')
('nackdel', 'nmod', 'omprövning')
('natur', 'nmod', 'skada')
('nedsättningen', 'nmod', 'bedömningen')
('nedsättningen', 'nmod', 'graden')
('nedsättningen', 'nsubj:pass', 'anses')
('nedsättningen', 'nsubj:pass', 'antas')
('nedsättningen', 'nsubj', 'bestå')
('nedsättningen', 'nsubj', 'består')
('nedsättningen', 'nsubj', 'hänför')
('nedsättning', 'nmod', 'bedömning')
('nedsättning', 'nmod', 'bedömningen')
('nedsättning', 'nmod', 'ersättning')
('nedsättning', 'nmod', 'graden')
('nedsättning', 'nsubj:pass', 'omprövas')
('normalnivån', 'nmod', 'dagar')
